timestamps,TP9,AF7,AF8,TP10,Right AUX
1759592707.087,-181.152,-40.527,-24.414,-19.531,0.000
1759592707.091,-128.906,-39.062,-17.578,-44.922,0.000
1759592707.095,83.008,-33.691,-23.926,-34.668,0.000
1759592707.099,59.570,-27.832,-21.973,-13.672,0.000
1759592707.103,-131.836,-25.391,-14.648,-15.625,0.000
1759592707.107,-141.113,-26.855,-20.996,-24.902,0.000
1759592707.111,28.809,-29.785,-18.555,-39.551,0.000
1759592707.114,90.820,-20.020,-8.301,-33.691,0.000
1759592707.118,-99.609,-25.391,-9.277,-31.738,0.000
1759592707.122,-185.547,-14.648,-4.883,-46.387,0.000
1759592707.126,-41.504,-8.301,-4.883,-59.570,0.000
1759592707.130,87.402,-36.621,-12.695,-68.848,0.000
1759592707.134,-87.402,-15.137,-3.418,-94.727,0.000
1759592707.138,-250.488,20.508,28.809,-113.770,0.000
1759592707.142,-167.480,-14.648,36.133,-118.164,0.000
1759592707.146,-7.324,-39.062,4.395,-140.625,0.000
1759592707.150,-124.512,-28.320,16.602,-166.504,0.000
1759592707.154,-348.633,-16.113,31.250,-207.520,0.000
1759592707.157,-325.684,-14.648,38.574,-232.422,0.000
1759592707.161,-137.695,-18.555,49.316,-247.559,0.000
1759592707.165,-171.875,-10.742,51.758,-271.973,0.000
1759592707.169,-394.043,2.441,60.547,-274.902,0.000
1759592707.173,-415.039,4.883,49.805,-271.484,0.000
1759592707.177,-213.867,-2.441,32.227,-272.461,0.000
1759592707.181,-128.418,-0.977,41.504,-272.461,0.000
1759592707.185,-310.059,-0.488,47.363,-256.836,0.000
1759592707.189,-385.254,8.789,34.180,-228.027,0.000
1759592707.193,-243.652,14.160,36.133,-222.656,0.000
1759592707.196,-87.891,9.766,43.945,-230.957,0.000
1759592707.200,-212.402,-2.930,36.133,-215.332,0.000
1759592707.204,-337.402,-10.254,31.738,-187.988,0.000
1759592707.208,-219.727,-7.812,31.738,-168.457,0.000
1759592707.212,-16.113,-11.719,26.855,-154.297,0.000
1759592707.216,-67.383,-14.160,26.855,-116.211,0.000
1759592707.220,-205.566,-15.625,17.090,-92.773,0.000
