timestamps,TP9,AF7,AF8,TP10,Right AUX
1759595985.198,119.629,14.648,42.969,2.930,0.000
1759595985.202,-102.539,14.648,47.363,6.836,0.000
1759595985.206,-131.348,12.695,42.969,4.395,0.000
1759595985.210,73.730,12.695,43.457,-0.977,0.000
1759595985.214,164.551,13.184,44.922,-7.324,0.000
1759595985.218,-45.898,15.625,44.434,-14.160,0.000
1759595985.222,-152.832,8.301,36.133,-14.648,0.000
1759595985.225,0.000,10.254,34.668,-3.906,0.000
1759595985.229,170.898,16.113,48.340,10.742,0.000
1759595985.233,9.277,11.230,47.363,7.812,0.000
1759595985.237,-154.297,15.137,43.945,0.488,0.000
1759595985.241,-62.988,24.414,48.828,-3.906,0.000
1759595985.245,151.855,25.879,48.340,10.254,0.000
1759595985.249,74.219,20.508,37.109,6.348,0.000
1759595985.253,-141.602,19.043,36.133,-11.230,0.000
1759595985.257,-114.258,20.996,42.969,-16.113,0.000
1759595985.261,94.238,16.113,35.645,-10.254,0.000
1759595985.265,126.953,13.672,36.133,0.488,0.000
1759595985.268,-96.680,16.113,30.762,-7.324,0.000
